bvid,emoji_alt,emoji_name,message,sentence,mid,uname,ctime_iso
BV13X4y1P7z7,[害羞],害羞,评论区也是宝藏[害羞],评论区也是宝藏[害羞],28714165,闻到小猫小狗味儿了,2021-07-03T17:15:19+00:00
BV13X4y1P7z7,[打call],打call,学姐们好牛[打call][打call]，这里是去年才刚入学的大一生[笑哭],学姐们好牛[打call][打call]，这里是去年才刚入学的大一生[笑哭],331378141,香飘飘飘飘飘飘飘,2021-07-03T17:03:48+00:00
BV13X4y1P7z7,[打call],打call,刷到的时候才73.5w 现在已经快300w啦[打call][打call][打call],刷到的时候才73.5w 现在已经快300w啦[打call][打call][打call],270315437,西洋小豆汤,2021-07-01T07:11:27+00:00
BV13X4y1P7z7,[害羞],害羞,初恋是个白族姑娘，特别可爱[害羞],初恋是个白族姑娘，特别可爱[害羞],2518238,折耳根拌大葱,2021-07-01T06:57:23+00:00
BV13X4y1P7z7,[大哭],大哭,[大哭]我我我我我我很想知道我哭的点在哪里……呜哇……我怕不是个漏了的饮水机,[大哭]我我我我我我很想知道我哭的点在哪里……呜哇……我怕不是个漏了的饮水机,12531988,梨歌吖,2021-07-01T06:26:28+00:00
BV13X4y1P7z7,[吃瓜],吃瓜,这个得0.5倍速看啊[吃瓜],这个得0.5倍速看啊[吃瓜],54664276,白水之易,2021-06-29T16:05:44+00:00
BV13X4y1P7z7,[鼓掌],鼓掌,从远古走来的民族——【苗族科普】从一开始的银树开花，再到后来的百鸟簇拥，苗族部分都体现了原始古朴自然崇拜与鸟图腾崇拜。片中出现的苗族服装是苗族月亮山地区支系的“百鸟衣”，白鸟衣又名“卉服鸟章”，最早记载于《诗经》以及唐《王会篇》中，是较华丽的一支苗族盛装。其以大自然的绿色为底，用丝线绣出自然花卉百鸟，呈现了一幅百花争艳、百鸟争鸣的生机盎然景象，蕴含了苗族人民爱护自然、相信万物有灵、与自然和谐相处的生活方式与精神信仰。热爱民族文化，增强民族自信心，我为自己是一位苗族人而自豪，为自己生活在中华民族大家庭而感到幸福！！！[鼓掌][鼓掌][鼓掌],从远古走来的民族——【苗族科普】从一开始的银树开花，再到后来的百鸟簇拥，苗族部分都体现了原始古朴自然崇拜与鸟图腾崇拜。片中出现的苗族服装是苗族月亮山地区支系的“百鸟衣”，白鸟衣又名“卉服鸟章”，最早记载于《诗经》以及唐《王会篇》中，是较华丽的一支苗族盛装。其以大自然的绿色为底，用丝线绣出自然花卉百鸟，呈现了一幅百花争艳、百鸟争鸣的生机盎然景象，蕴含了苗族人民爱护自然、相信万物有灵、与自然和谐相处的生活方式与精神信仰。热爱民族文化，增强民族自信心，我为自己是一位苗族人而自豪，为自己生活在中华民族大家庭而感到幸福！！！[鼓掌][鼓掌][鼓掌],173922524,蓝世超,2021-06-29T15:56:03+00:00
BV13X4y1P7z7,[打call],打call,国风艺术[打call],国风艺术[打call],3347612,bilibi_695613,2021-06-29T15:55:35+00:00
BV13X4y1P7z7,[笑哭],笑哭,回复 @colorfulreign :没，我从来不玩知乎[笑哭],回复 @colorfulreign :没，我从来不玩知乎[笑哭],143921337,海神一号,2021-06-30T02:39:06+00:00
BV13X4y1P7z7,[打call],打call,好想你们尽快推出相关的文创产品，比如绘本之类的，绝对买爆！[打call],好想你们尽快推出相关的文创产品，比如绘本之类的，绝对买爆！[打call],22936144,土酷的腿,2021-06-29T15:39:48+00:00
BV13X4y1P7z7,[星星眼],星星眼,bgm太有感觉了[星星眼],bgm太有感觉了[星星眼],22936144,土酷的腿,2021-06-29T15:38:03+00:00
BV13X4y1P7z7,[支持],支持,疯狂三连[支持],疯狂三连[支持],400847292,鲁冰花0411,2021-06-29T07:48:30+00:00
BV13X4y1P7z7,[doge],doge,怎么才5级号[doge][doge][doge],怎么才5级号[doge][doge][doge],28547005,猫和Alice,2021-06-29T08:31:14+00:00
BV13X4y1P7z7,[doge],doge,原来你也是个刷视频的人[doge][doge],原来你也是个刷视频的人[doge][doge],362767406,晨鳄灰,2021-06-29T08:59:29+00:00
BV13X4y1P7z7,[点赞],点赞,同样是清华，差距简直隔了一个银河系，三连走起[点赞],同样是清华，差距简直隔了一个银河系，三连走起[点赞],35140092,企鹅大娘,2021-06-29T07:34:01+00:00
BV1AM4y1M71p,[微笑],微笑,[微笑],[微笑],439465309,爱干饭的欧古力,2025-09-20T16:09:47+00:00
BV1AM4y1M71p,[doge],doge,58[doge],58[doge],478755017,泉亅此方,2025-09-20T14:39:37+00:00
BV1AM4y1M71p,[保佑],保佑,首先，我为我借楼发言向各位道歉，其次请求大家关注下于朦胧的案件，因为存在太多的疑点，而我发现身边还有好多人不知道这件事[保佑][保佑]我们需要舆论与热度，恳请大家了解下，只是希望你们了解下，拜托[保佑],首先，我为我借楼发言向各位道歉，其次请求大家关注下于朦胧的案件，因为存在太多的疑点，而我发现身边还有好多人不知道这件事[保佑][保佑]我们需要舆论与热度，恳请大家了解下，只是希望你们了解下，拜托[保佑],8740627,被拉小黑屋中,2025-09-20T01:57:01+00:00
BV1AM4y1M71p,[抱拳],抱拳,借楼[抱拳][抱拳][抱拳] 🐟/朦/胧他首先是一个生活在首都的中华人民共和国的合法公民，他的生命财产安全应该得到国家法律的保护，他不应该不明不白莫名其妙地就突然失去生命，他非正常死亡的真相应该对公众有一个交代，还死者一个公道，还公众一个真相,借楼[抱拳][抱拳][抱拳] 🐟/朦/胧他首先是一个生活在首都的中华人民共和国的合法公民，他的生命财产安全应该得到国家法律的保护，他不应该不明不白莫名其妙地就突然失去生命，他非正常死亡的真相应该对公众有一个交代，还死者一个公道，还公众一个真相,1430272461,织幻师大遥,2025-09-19T02:56:21+00:00
BV1AM4y1M71p,[笑哭],笑哭,看的时候突然卡了[笑哭][笑哭]笑死我了,看的时候突然卡了[笑哭][笑哭]笑死我了,2031025243,养鬼的G先生,2025-05-25T07:09:18+00:00
BV1AM4y1M71p,[妙啊],妙啊,考古[妙啊],考古[妙啊],566753405,久光light,2025-05-24T18:41:24+00:00
BV1AM4y1M71p,[喜极而泣],喜极而泣,Cold&amp;Classical be honest ![喜极而泣][喜极而泣],Cold&amp;Classical be honest ![喜极而泣][喜极而泣],2534548,行者改造一切,2025-05-24T11:25:31+00:00
BV1AM4y1M71p,[微笑],微笑,这企业级的表情管理[微笑],这企业级的表情管理[微笑],3493121534987132,bili_66994910357,2025-05-23T14:23:02+00:00
BV1AM4y1M71p,[doge],doge,大梦居千载，今夕是何年[doge],大梦居千载，今夕是何年[doge],651365518,南宫笛琛,2025-05-22T12:21:29+00:00
BV1AM4y1M71p,[笑哭],笑哭,只有我觉得主C很像黄磊吗[笑哭],只有我觉得主C很像黄磊吗[笑哭],3546812023572832,第三号酒馆,2025-05-22T01:48:21+00:00
BV1AM4y1M71p,[打call],打call,[打call],[打call],525643002,鸣日依旧美好,2024-06-27T14:51:15+00:00
BV1AM4y1M71p,[doge],doge,关 晓 彤[doge],关 晓 彤[doge],3493105445636220,京都隐身人,2024-06-27T04:34:44+00:00
BV1AM4y1M71p,[星星眼],星星眼,翻译君甚至是双语翻译！[星星眼],翻译君甚至是双语翻译！[星星眼],1843831082,玺玖不是酒,2024-06-22T11:57:51+00:00
BV1AM4y1M71p,[微笑],微笑,抽象[微笑],抽象[微笑],375258395,海的尽头是你丶,2024-06-21T13:39:42+00:00
BV1AM4y1M71p,[微笑],微笑,我可能是病了，一群男人跳舞让我一个30岁的人看的津津有味的[微笑],我可能是病了，一群男人跳舞让我一个30岁的人看的津津有味的[微笑],384641383,姑娘一句春不晚z,2024-06-19T06:21:29+00:00
BV1AM4y1M71p,[响指],响指,主C真的帅，自信的眼神，严肃的表情，舞蹈人般的身材，以及节奏非常强烈的肥肉抖动和收吸，加上浪子一样的发型，天王的崛起。[响指],主C真的帅，自信的眼神，严肃的表情，舞蹈人般的身材，以及节奏非常强烈的肥肉抖动和收吸，加上浪子一样的发型，天王的崛起。[响指],1055800355,秋雾青,2024-02-16T14:13:17+00:00
BV1AM4y1M71p,[吃瓜],吃瓜,"这里都快破50,000,000了[吃瓜][呲牙]","这里都快破50,000,000了[吃瓜][呲牙]",1077696899,机械MC的侦察机,2024-02-16T05:42:10+00:00
BV1AM4y1M71p,[doge],doge,因运动会开幕式前来学习，请问这里真的什么时候都有人吗？[doge],因运动会开幕式前来学习，请问这里真的什么时候都有人吗？[doge],3493268495010224,bili_3493268495010224,2023-10-04T16:05:07+00:00
BV1AM4y1M71p,[笑哭],笑哭,为什么看了一遍之后还想看，怎么感觉有点上瘾[笑哭],为什么看了一遍之后还想看，怎么感觉有点上瘾[笑哭],17090540,芝麻糖这么甜,2023-09-28T14:53:58+00:00
BV1AM4y1M71p,[星星眼],星星眼,每天一遍[脱单doge][星星眼],每天一遍[脱单doge][星星眼],400465119,緋灯玄,2023-09-24T15:48:55+00:00
BV1AM4y1M71p,[星星眼],星星眼,梦开始的地方[星星眼],梦开始的地方[星星眼],1206062971,ZK鸢,2023-09-24T08:47:20+00:00
BV1AM4y1M71p,[doge],doge,这次的运镜不行啊[doge],这次的运镜不行啊[doge],2846896,azfp,2023-04-19T10:26:30+00:00
BV1AM4y1M71p,[doge],doge,注意看，这个男人叫小帅 这是小帅的B站号https://space.bilibili.com/ 给这位小帅点个赞吧！[doge][脱单doge],注意看，这个男人叫小帅 这是小帅的B站号https://space.bilibili.com/ 给这位小帅点个赞吧！[doge][脱单doge],562270448,夏沃蕾老公,2023-04-18T13:43:29+00:00
BV1AM4y1M71p,[doge],doge,等我初三毕业的时候，我和同学一起跳一下[doge],等我初三毕业的时候，我和同学一起跳一下[doge],1596672555,寂寞的悍匪,2023-04-11T14:13:53+00:00
BV1AM4y1M71p,[妙啊],妙啊,男版关晓彤[妙啊],男版关晓彤[妙啊],487693499,bili_骆驼的睫毛长又长,2023-04-10T04:53:17+00:00
BV1AM4y1M71p,[doge],doge,@金日晨曦 整一个[doge],@金日晨曦 整一个[doge],670483804,账号已注销,2022-05-27T05:35:52+00:00
BV1AM4y1M71p,[笑哭],笑哭,十点多，一百四十七个人跟我一起看着东西，都是和我一样来复习的吗？[笑哭],十点多，一百四十七个人跟我一起看着东西，都是和我一样来复习的吗？[笑哭],450520083,喵喵的小bug,2022-05-26T14:09:58+00:00
BV1ED4y1Y7dc,[大哭],大哭,掉小珍珠了[大哭],掉小珍珠了[大哭],32166043,倾倾倾倾傾,2025-11-18T06:09:41+00:00
BV1ED4y1Y7dc,[大哭],大哭,为什么[思考]只能投2个币啊[大哭],为什么[思考]只能投2个币啊[大哭],1486866470,爱编程的双子座,2025-11-09T09:37:04+00:00
BV1ED4y1Y7dc,[星星眼],星星眼,[星星眼],[星星眼],595529852,叮咚叮咚一声,2025-11-07T11:48:14+00:00
BV1ED4y1Y7dc,[打call],打call,少轩老师，我们村最棒的玩家[打call],少轩老师，我们村最棒的玩家[打call],26406855,白茶本茶qwq,2025-11-04T16:00:40+00:00
BV1ED4y1Y7dc,[doge],doge,中国的野兽先生[星星眼][doge],中国的野兽先生[星星眼][doge],3546781340142282,刘西蒙车长,2025-10-28T11:09:51+00:00
BV1ED4y1Y7dc,[哦呼],哦呼,真猛啊[哦呼],真猛啊[哦呼],1450936782,码头有啥,2025-10-28T04:18:51+00:00
BV1ED4y1Y7dc,[大笑],大笑,请问 有人知道 “一位粉丝想看到自己奔跑的样子”这个视频，06：20，在问粉丝不知道看到奔跑视频后会不会更难过的那片段的bgm是啥呀[大笑],请问 有人知道 “一位粉丝想看到自己奔跑的样子”这个视频，06：20，在问粉丝不知道看到奔跑视频后会不会更难过的那片段的bgm是啥呀[大笑],128661414,古巷花猫,2025-10-26T15:36:49+00:00
BV1ED4y1Y7dc,[大哭],大哭,[大哭]無限進步,[大哭]無限進步,3546682690111887,十六或許,2025-10-24T12:16:10+00:00
BV1ED4y1Y7dc,[加油],加油,这位粉丝强大的内心。究竟经历了多少不为人知的痛苦？无从得知。但有一点就是，他从来没放弃过。他整洁的房间。乐观的心态。同样会是一束照入社会中的光。[加油][加油][加油],这位粉丝强大的内心。究竟经历了多少不为人知的痛苦？无从得知。但有一点就是，他从来没放弃过。他整洁的房间。乐观的心态。同样会是一束照入社会中的光。[加油][加油][加油],498361721,DER阿泽,2025-10-18T02:44:58+00:00
BV1ED4y1Y7dc,[doge],doge,好臭的播放量[doge],好臭的播放量[doge],398839928,v1抬轮儿,2025-10-06T12:34:26+00:00
BV1ED4y1Y7dc,[大笑],大笑,多多客服不都是看询单的吗[大笑],多多客服不都是看询单的吗[大笑],400471555,贾皓文贾皓文,2025-10-11T16:52:22+00:00
BV1ED4y1Y7dc,[大哭],大哭,我哭了[大哭][大哭]好浪漫好感动,我哭了[大哭][大哭]好浪漫好感动,396610486,4_4_4_4444,2025-09-27T16:11:11+00:00
BV1ED4y1Y7dc,[大哭],大哭,2025年9月26日再次归来回味[大哭],2025年9月26日再次归来回味[大哭],431199583,神学创shi人,2025-09-26T09:41:08+00:00
BV1ED4y1Y7dc,[喜极而泣],喜极而泣,而且你不是路人，你只是喜欢他而已，你是一个粉丝[喜极而泣],而且你不是路人，你只是喜欢他而已，你是一个粉丝[喜极而泣],1191304834,雨谷学长,2025-09-23T05:27:51+00:00
BV1ED4y1Y7dc,[惊喜],惊喜,网络上评论出现的红点某种意义上也算缘分[惊喜],网络上评论出现的红点某种意义上也算缘分[惊喜],543843473,qgxhf,2025-09-14T06:06:39+00:00
BV1ED4y1Y7dc,[打call],打call,有意[打call]👑王者相信息屏幕后面前面前面🍜面膜片[doge_金箍],有意[打call]👑王者相信息屏幕后面前面前面🍜面膜片[doge_金箍],517367826,拾走云南,2025-09-12T07:18:11+00:00
BV1ED4y1Y7dc,[大哭],大哭,词写的太好了，好有力量！看完真的是有感动又很有动力呀！[大哭][大哭][打call][打call][打call][打call][打call][星星眼][星星眼][星星眼][星星眼],词写的太好了，好有力量！看完真的是有感动又很有动力呀！[大哭][大哭][打call][打call][打call][打call][打call][星星眼][星星眼][星星眼][星星眼],453384918,蒲春来绿,2025-09-01T16:17:14+00:00
BV1ED4y1Y7dc,[打call],打call,假如让我随风奔跑（假如给我三天光明）[打call][打call],假如让我随风奔跑（假如给我三天光明）[打call][打call],3493133239192500,八阶堂希罗,2025-09-01T09:50:07+00:00
BV1ED4y1Y7dc,[打call],打call,又来刷一遍[打call][打call][打call],又来刷一遍[打call][打call][打call],3546965916781459,纯情假忧郁母弹簧,2025-08-30T06:23:05+00:00
BV1ED4y1Y7dc,[大哭],大哭,影视飓风我将永远追随你！！！[大哭][大哭][大哭][大哭],影视飓风我将永远追随你！！！[大哭][大哭][大哭][大哭],387620488,56993554422_bili,2025-08-30T00:56:09+00:00
BV1ED4y1Y7dc,[打call],打call,[打call][打call][打call],[打call][打call][打call],489801562,SUGARCANE甘蔗,2025-08-29T06:51:55+00:00
BV1ED4y1Y7dc,[星星眼],星星眼,这个视频赛高[星星眼][星星眼][星星眼]@cn夙囚,这个视频赛高[星星眼][星星眼][星星眼]@cn夙囚,1032169407,sikah,2025-08-22T16:51:26+00:00
BV1ED4y1Y7dc,[思考],思考,[思考],[思考],3546555713849586,两颗星star,2025-08-22T14:55:25+00:00
BV1ED4y1Y7dc,[大哭],大哭,以小见大，有力量有温度，这才是b站最初的样子[大哭],以小见大，有力量有温度，这才是b站最初的样子[大哭],1482801866,没被讨厌的富冈义勇,2025-08-22T14:19:23+00:00
BV1ED4y1Y7dc,[大哭],大哭,[大哭][大哭][打call][打call],[大哭][大哭][打call][打call],3546918256904487,嘟嘟可口哨,2025-08-18T04:48:16+00:00
BV1ED4y1Y7dc,[打call],打call,25年还有人一起吗[打call],25年还有人一起吗[打call],1102674308,水告浩233333,2025-08-17T14:03:33+00:00
BV1ED4y1Y7dc,[微笑],微笑,在这里[微笑],在这里[微笑],1356411288,头充只澳虎,2025-08-26T13:44:16+00:00
BV1ED4y1Y7dc,[捂脸],捂脸,有一说一其它完美，这歌是真难听[捂脸],有一说一其它完美，这歌是真难听[捂脸],88428397,大飞不是我,2025-08-16T04:09:04+00:00
BV1ED4y1Y7dc,[笑哭],笑哭,突然理解哈夫克研究脑机的意义了（虽然很无端[笑哭]，不喜勿喷我真不是三角洲魔怔人,突然理解哈夫克研究脑机的意义了（虽然很无端[笑哭]，不喜勿喷我真不是三角洲魔怔人,3546577475995886,特价鸡蛋甩卖,2025-08-12T13:56:16+00:00
BV1ED4y1Y7dc,[委屈],委屈,太好了太好了[委屈],太好了太好了[委屈],409578999,枕风灬,2025-08-12T09:18:13+00:00
BV1ED4y1Y7dc,[打call],打call,诚信互关，战绩可查，最好点个赞让我知道是你[打call][打call][打call],诚信互关，战绩可查，最好点个赞让我知道是你[打call][打call][打call],3537115191183989,呵口酱油,2025-08-11T03:30:25+00:00
BV1ED4y1Y7dc,[爱心],爱心,[爱心],[爱心],3546576098167326,星辰日天昊,2025-08-10T18:29:19+00:00
BV1ED4y1Y7dc,[胜利],胜利,1111.1万播放量，记录一下[胜利],1111.1万播放量，记录一下[胜利],3493109914667559,起什么名字才起名字,2025-08-04T02:50:12+00:00
BV1ED4y1Y7dc,[墨镜],墨镜,时隔近三年，每次看还是忍不住落泪[墨镜],时隔近三年，每次看还是忍不住落泪[墨镜],1246570465,HentaiWeeckd,2025-08-03T05:54:35+00:00
BV1ED4y1Y7dc,[doge],doge,迷上青空之蓝好听[doge],迷上青空之蓝好听[doge],168645776,蓝之清,2025-08-01T12:31:03+00:00
BV1ED4y1Y7dc,[大哭],大哭,泪目[大哭][大哭][大哭]哔哩哔哩干杯[打call],泪目[大哭][大哭][大哭]哔哩哔哩干杯[打call],2029802722,补药补药呀,2025-07-27T09:09:05+00:00
BV1ED4y1Y7dc,[大哭],大哭,[大哭][大哭][大哭],[大哭][大哭][大哭],1547719167,原神无語,2025-07-25T17:39:55+00:00
BV1ED4y1Y7dc,[打call],打call,跑起来！维克托！[打call][打call][打call][打call][打call][打call],跑起来！维克托！[打call][打call][打call][打call][打call][打call],350126746,浴雪的双月2,2025-07-18T01:50:13+00:00
BV1ED4y1Y7dc,[打call],打call,[打call][打call][打call],[打call][打call][打call],334019906,燕麦不喝粥,2025-07-17T22:00:19+00:00
BV1ED4y1Y7dc,[大哭],大哭,回头看这一帧还是会掉眼泪[大哭],回头看这一帧还是会掉眼泪[大哭],1946256652,小猴吃薯条,2025-07-16T13:02:44+00:00
BV1ED4y1Y7dc,[加油],加油,除了震撼我也不知道说什么了。加油少轩[加油]加油@影视飓风[加油],除了震撼我也不知道说什么了。加油少轩[加油]加油@影视飓风[加油],1455154861,新石小可以,2025-07-15T15:28:02+00:00
BV1ED4y1Y7dc,[doge],doge,找何同学做个真的[doge],找何同学做个真的[doge],1508268819,chill_fox,2025-07-14T03:07:18+00:00
BV1ED4y1Y7dc,[大哭],大哭,看视频的时候强忍着没哭，看到歌词直接忍不住哭了[大哭],看视频的时候强忍着没哭，看到歌词直接忍不住哭了[大哭],3546604917230431,Ma翠云草,2025-07-14T02:11:38+00:00
BV1ED4y1Y7dc,[doge],doge,不知道发啥就是发一下[doge],不知道发啥就是发一下[doge],355829794,Java是Jvav,2025-07-13T10:09:13+00:00
BV1ED4y1Y7dc,[星星眼],星星眼,我是在意林上看见了[星星眼],我是在意林上看见了[星星眼],3546774708947038,痔疮高,2025-07-13T08:00:55+00:00
BV1ED4y1Y7dc,[委屈],委屈,这才是科技真正的用法[委屈][鼓掌],这才是科技真正的用法[委屈][鼓掌],3546570207267376,bili_17907029078,2025-07-12T02:24:38+00:00
BV1ED4y1Y7dc,[大哭],大哭,骨折了，[大哭][大哭][大哭]看哭了,骨折了，[大哭][大哭][大哭]看哭了,1505688267,SpaceXone,2025-07-11T02:29:25+00:00
BV1ED4y1Y7dc,[打call],打call,其实我感觉不必刻意纠正他的太久没有跑步的那个情况。如果在成品中看到别扭的跑步姿势或许感到更真实。不过作品还是非常棒的，很厉害，继续加油，影视飓风，无限进步[打call][打call][打call],其实我感觉不必刻意纠正他的太久没有跑步的那个情况。如果在成品中看到别扭的跑步姿势或许感到更真实。不过作品还是非常棒的，很厉害，继续加油，影视飓风，无限进步[打call][打call][打call],1780286965,JTeam-RGG,2025-07-07T13:08:01+00:00
BV1ED4y1Y7dc,[大哭],大哭,俩年前看哭了，俩年后依然哭了[大哭],俩年前看哭了，俩年后依然哭了[大哭],3546735743863444,没心没肺power,2025-06-01T02:38:08+00:00
BV1ED4y1Y7dc,[大哭],大哭,影视飓风无限进步 [大哭],影视飓风无限进步 [大哭],91461588,To_God,2025-05-29T07:47:39+00:00
BV1ED4y1Y7dc,[大哭],大哭,两年前我看了这条视频是一种心境；现在看这条视频又是另外的心境[大哭]很有力量的视频，有力量的配乐剪辑，有力量的排本叙事结构；有力量的表达,两年前我看了这条视频是一种心境；现在看这条视频又是另外的心境[大哭]很有力量的视频，有力量的配乐剪辑，有力量的排本叙事结构；有力量的表达,498731200,薯片牢弟,2025-05-21T07:32:56+00:00
BV1ED4y1Y7dc,[辣眼睛],辣眼睛,为什么要蹲着和他讲话[辣眼睛],为什么要蹲着和他讲话[辣眼睛],32436431,神秘酷娃,2025-05-06T21:01:22+00:00
BV1ED4y1Y7dc,[爱心],爱心,善为起，真诚为态[爱心],善为起，真诚为态[爱心],12511619,小旦等星星,2025-05-02T05:48:16+00:00
BV1ED4y1Y7dc,[委屈],委屈,@心愿便利贴灬 不知道第几刷了[委屈]真好啊,@心愿便利贴灬 不知道第几刷了[委屈]真好啊,244274922,做0做1犯2当3都不如去4,2025-04-02T07:23:49+00:00
BV1ED4y1Y7dc,[委屈],委屈,好感动啊！[委屈][委屈][委屈]好厉害的特效！,好感动啊！[委屈][委屈][委屈]好厉害的特效！,508194771,心愿便利贴灬,2025-04-02T10:46:29+00:00
BV1ED4y1Y7dc,[拥抱],拥抱,回复 @蓝之清 :谢谢[拥抱],回复 @蓝之清 :谢谢[拥抱],695713014,MuddieR,2025-04-06T00:53:28+00:00
BV1ED4y1Y7dc,[拥抱],拥抱,早日康复[拥抱],早日康复[拥抱],168645776,蓝之清,2025-04-05T12:34:19+00:00
BV1ED4y1Y7dc,[打call],打call,特效不只可以拿来诈骗，换脸...他可以改变世界，加上你我，让这个世界更加美好![打call],特效不只可以拿来诈骗，换脸...他可以改变世界，加上你我，让这个世界更加美好![打call],1526503793,梦想鸟瞰世界,2025-03-13T14:31:23+00:00
BV1ED4y1Y7dc,[打call],打call,谢谢[打call],谢谢[打call],612574819,bili_20733061442,2025-03-11T17:47:42+00:00
BV1ED4y1Y7dc,[星星眼],星星眼,@我推我家柯导 p2是歌曲，p1是歌曲创作背景（有空可以看一下[星星眼]）,@我推我家柯导 p2是歌曲，p1是歌曲创作背景（有空可以看一下[星星眼]）,519070979,辰星Shoot,2025-02-22T00:47:08+00:00
BV1ED4y1Y7dc,[笑哭],笑哭,意林太强了[笑哭],意林太强了[笑哭],1895771478,数学-cosine,2025-07-31T16:47:57+00:00
BV1ED4y1Y7dc,[doge],doge,回复 @蓝之清 : 也是有健康血液了[doge],回复 @蓝之清 : 也是有健康血液了[doge],1166881711,风雪中的残影,2025-08-23T05:08:08+00:00
BV1ED4y1Y7dc,[支持],支持,[支持][支持][支持],[支持][支持][支持],3546835989826461,赛博窑工David,2025-02-14T07:32:25+00:00
BV1ED4y1Y7dc,[大哭],大哭,哇，两年了[大哭],哇，两年了[大哭],1777043841,书记的小狗,2025-02-08T12:43:42+00:00
BV1ED4y1Y7dc,[大哭],大哭,[大哭][大哭][大哭],[大哭][大哭][大哭],31869894,一颗椰果,2025-01-18T16:57:06+00:00
BV1ED4y1Y7dc,[大哭],大哭,专门从抖音过来三连的[大哭][大哭][大哭]科技进步的意义,专门从抖音过来三连的[大哭][大哭][大哭]科技进步的意义,294229214,2246364946,2025-01-18T08:40:00+00:00
BV1ED4y1Y7dc,[大哭],大哭,我从看到这个标题开始就不知道为什么很难过一直在哭，但直到看到正片的时候反而不哭了，心里是那种由衷的为少轩感到开心[大哭]奈何本人没文化没法表达的更细致,我从看到这个标题开始就不知道为什么很难过一直在哭，但直到看到正片的时候反而不哭了，心里是那种由衷的为少轩感到开心[大哭]奈何本人没文化没法表达的更细致,1872035484,SallyJohnson,2025-01-17T15:19:45+00:00
BV1ED4y1Y7dc,[爱心],爱心,支持[爱心],支持[爱心],348480563,我是宇宙大门之匙,2025-01-09T05:33:42+00:00
BV1ED4y1Y7dc,[大哭],大哭,这首歌什么时候上线酷狗啊[大哭][大哭][大哭],这首歌什么时候上线酷狗啊[大哭][大哭][大哭],471004128,拉乌德儿,2025-01-01T06:26:12+00:00
