bvid,emoji_alt,emoji_name,message,sentence,mid,uname,ctime_iso
BV1yFCkBvEFV,[笑哭],笑哭,怪不得张叔平爱梳光明顶原来是工伤[笑哭],怪不得张叔平爱梳光明顶原来是工伤[笑哭],1876700097,所有的美好都让我想起,2025-11-20T15:55:06+00:00
BV1yFCkBvEFV,[星星眼],星星眼,有点瓜太多，一时间不知道吃哪个，该怎么吃的焦虑感[星星眼],有点瓜太多，一时间不知道吃哪个，该怎么吃的焦虑感[星星眼],1301626260,喵图鲁,2025-11-20T15:15:20+00:00
BV1yFCkBvEFV,[doge],doge,回复 @摄影蒋人土土人土土 :王家卫拿的国际电影奖还没陈可辛多[doge]就是港圈硬捧的水货,回复 @摄影蒋人土土人土土 :王家卫拿的国际电影奖还没陈可辛多[doge]就是港圈硬捧的水货,11578068,挂科是我,2025-11-21T03:32:51+00:00
BV1yFCkBvEFV,[doge],doge,私下里讲的还挺真的[doge],私下里讲的还挺真的[doge],65793548,是小程在么,2025-11-20T15:04:04+00:00
BV1yFCkBvEFV,[笑哭],笑哭,它们私下还不如村口大爷有素养，哈哈哈哈还以为有钱人多厉害呢[笑哭],它们私下还不如村口大爷有素养，哈哈哈哈还以为有钱人多厉害呢[笑哭],486822663,总裁不想跟你唠嗑,2025-11-20T14:09:12+00:00
BV1yFCkBvEFV,[笑哭],笑哭,死不死谁儿子，从不吃瓜，过好自己的日子得了。 有那时间我情愿闭目养神做自己的事[笑哭],死不死谁儿子，从不吃瓜，过好自己的日子得了。 有那时间我情愿闭目养神做自己的事[笑哭],432436865,DISS超越,2025-11-20T14:02:06+00:00
BV1yFCkBvEFV,[笑哭],笑哭,为啥我觉得墨镜自己才是最装的那个人呢[笑哭],为啥我觉得墨镜自己才是最装的那个人呢[笑哭],18049399,豆沙馅的兔酱,2025-11-20T13:51:33+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,辟谣的所谓专家是个满人[辣眼睛]ᩤ,辟谣的所谓专家是个满人[辣眼睛]ᩤ,574348786,_興漢_,2025-11-20T13:48:35+00:00
BV1yFCkBvEFV,[思考],思考,@刘亦菲天下第一美 一瓜未平一瓜又起啊[思考][思考],@刘亦菲天下第一美 一瓜未平一瓜又起啊[思考][思考],58308617,你妈喊你回家吃饭12138,2025-11-20T13:41:55+00:00
BV1yFCkBvEFV,[笑哭],笑哭,drama的世界[笑哭],drama的世界[笑哭],383315283,jkkshjkhs,2025-11-20T13:06:51+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,娱乐圈吃的比较明显而已[吃瓜]。现在百姓不正在被吃？,娱乐圈吃的比较明显而已[吃瓜]。现在百姓不正在被吃？,454282254,w金属骷髅w,2025-11-20T11:54:43+00:00
BV1yFCkBvEFV,[微笑],微笑,辟谣的那教授含金量不敢苟同哦[微笑],辟谣的那教授含金量不敢苟同哦[微笑],533730440,一茶豆,2025-11-20T11:10:55+00:00
BV1yFCkBvEFV,[微笑],微笑,知道一个不了解王家卫的人，也不了解陈道明的人进来后的懵逼状态嘛[微笑][微笑],知道一个不了解王家卫的人，也不了解陈道明的人进来后的懵逼状态嘛[微笑][微笑],413339415,惊鸿一面影,2025-11-20T11:07:09+00:00
BV1yFCkBvEFV,[doge],doge,这帮人字里行间都是恶臭，无一点对自己作品的深思，毕竟作品不是他们自己的[doge],这帮人字里行间都是恶臭，无一点对自己作品的深思，毕竟作品不是他们自己的[doge],478958754,-风暴使我快乐-,2025-11-20T10:41:49+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,带入一下就是一个方案领导让你改了二十多遍甚至是更多，想想血压都起来了[辣眼睛],带入一下就是一个方案领导让你改了二十多遍甚至是更多，想想血压都起来了[辣眼睛],5132518,魑魅不见魍魉,2025-11-20T09:59:56+00:00
BV1yFCkBvEFV,[滑稽],滑稽,娱乐圈全员恶人[滑稽]包括某陈都有问题[笑哭]不要陷入二极管思维，王大卫秦雯是恶人他们蛐蛐的人就不是恶人。其实天下乌鸦一般黑[滑稽]这年头别看电影和电视剧,娱乐圈全员恶人[滑稽]包括某陈都有问题[笑哭]不要陷入二极管思维，王大卫秦雯是恶人他们蛐蛐的人就不是恶人。其实天下乌鸦一般黑[滑稽]这年头别看电影和电视剧,1026966826,秋雨萧瑟输新凉,2025-11-20T09:56:50+00:00
BV1yFCkBvEFV,[笑哭],笑哭,我也看过他挺多电影，当年真的挺喜欢[笑哭]现在想想，所谓的“王家卫”电影，这个名字指的是后面一整个团队，根本不是他个人有多么惊世的才华,我也看过他挺多电影，当年真的挺喜欢[笑哭]现在想想，所谓的“王家卫”电影，这个名字指的是后面一整个团队，根本不是他个人有多么惊世的才华,518375796,山易海a,2025-11-20T12:03:12+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,为啥不蛐蛐某个姓向的，某个姓韩的呢[吃瓜],为啥不蛐蛐某个姓向的，某个姓韩的呢[吃瓜],290674881,泽尘御,2025-11-20T09:42:14+00:00
BV1yFCkBvEFV,[笑哭],笑哭,[笑哭]每天网上冲浪居然一点也不知道这个事情，我的天,[笑哭]每天网上冲浪居然一点也不知道这个事情，我的天,1571352240,小小果冻g,2025-11-20T09:36:33+00:00
BV1yFCkBvEFV,[笑哭],笑哭,[笑哭]好在我没看过王家卫的电影，电视剧,[笑哭]好在我没看过王家卫的电影，电视剧,39297047,咖苦咖苦,2025-11-20T09:23:54+00:00
BV1yFCkBvEFV,[笑哭],笑哭,[笑哭],[笑哭],24490406,爱春立,2025-11-20T09:00:37+00:00
BV1yFCkBvEFV,[笑哭],笑哭,全是没看过的剧 吃瓜都吃不了[笑哭],全是没看过的剧 吃瓜都吃不了[笑哭],5651938,快要出人頭地,2025-11-20T08:07:35+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,好乱[辣眼睛],好乱[辣眼睛],2432342,画师一啽,2025-11-20T07:11:19+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,很好很好，这就是真实的娱乐圈，尔娱我乐，你现眼我掏钱，谁也别装大尾巴狼[喜极而泣]，坦坦荡荡跪着仰头把钱挣了，我佩服你[喜极而泣],很好很好，这就是真实的娱乐圈，尔娱我乐，你现眼我掏钱，谁也别装大尾巴狼[喜极而泣]，坦坦荡荡跪着仰头把钱挣了，我佩服你[喜极而泣],198550824,Leooo乐,2025-11-20T06:54:48+00:00
BV1yFCkBvEFV,[笑哭],笑哭,这都能连起来我的天[笑哭],这都能连起来我的天[笑哭],3546670040091076,Julian1213,2025-11-20T06:03:49+00:00
BV1yFCkBvEFV,[笑],笑,……霸凌弱者，秦雯和王家卫都不是好人[笑],……霸凌弱者，秦雯和王家卫都不是好人[笑],18956811,小小崽077,2025-11-20T05:51:16+00:00
BV1yFCkBvEFV,[调皮],调皮,回复 @任先生070605 :从国内吃到国外，就这个瓜吃的爽[调皮],回复 @任先生070605 :从国内吃到国外，就这个瓜吃的爽[调皮],518375796,山易海a,2025-11-20T12:11:33+00:00
BV1yFCkBvEFV,[笑哭],笑哭,回复 @妖西里巴巴 :[笑哭]也是当牛做马的,回复 @妖西里巴巴 :[笑哭]也是当牛做马的,395949295,沈家阿清_,2025-11-20T16:00:25+00:00
BV1yFCkBvEFV,[大哭],大哭,王家卫，古二是你的徒弟呀，你是怎么对他的[大哭],王家卫，古二是你的徒弟呀，你是怎么对他的[大哭],11909326,机器兔RR,2025-11-20T05:25:47+00:00
BV1yFCkBvEFV,[doge],doge,最近的瓜简直是有史以来最密集的一次[doge],最近的瓜简直是有史以来最密集的一次[doge],3546838688860332,白搽乌龍,2025-11-20T05:19:02+00:00
BV1yFCkBvEFV,[笑哭],笑哭,卧槽，好变态[笑哭],卧槽，好变态[笑哭],66025178,丶丿淡然,2025-11-20T05:06:48+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,清朝这个是真的太搞笑了[喜极而泣],清朝这个是真的太搞笑了[喜极而泣],54412791,北落师门我去,2025-11-20T04:47:37+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,哈哈哈，不地域黑的说，这对话太上海了，让我仿佛回到大学时代和上海同学开“分析、策划会议”[喜极而泣][喜极而泣][喜极而泣]好熟悉的味道。回老家就没机会开这种策划会了，北方人不太爱分析,哈哈哈，不地域黑的说，这对话太上海了，让我仿佛回到大学时代和上海同学开“分析、策划会议”[喜极而泣][喜极而泣][喜极而泣]好熟悉的味道。回老家就没机会开这种策划会了，北方人不太爱分析,434079483,后翼弃兵,2025-11-20T04:25:31+00:00
BV1yFCkBvEFV,[笑哭],笑哭,[笑哭]对比起来陈道明还真是表里如一，说“装”也是装到了骨子里，改台词是嫌弃写的不行，重点是短改长，这在现在的娱乐劵就简直是天方夜谭[笑哭] 只能说一滩恶水，臭水，这个“龙须沟”必须要彻底的清洗打破权力结构才能正本清源，不然上层的所谓大导演，大编剧，大演员都烂完了……娱乐倦只是社会的放大镜……,[笑哭]对比起来陈道明还真是表里如一，说“装”也是装到了骨子里，改台词是嫌弃写的不行，重点是短改长，这在现在的娱乐劵就简直是天方夜谭[笑哭] 只能说一滩恶水，臭水，这个“龙须沟”必须要彻底的清洗打破权力结构才能正本清源，不然上层的所谓大导演，大编剧，大演员都烂完了……娱乐倦只是社会的放大镜……,57913529,炎汉天子,2025-11-20T03:13:51+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,催更一个王传君，白百何那事儿[吃瓜],催更一个王传君，白百何那事儿[吃瓜],6424481,萱萱_姐,2025-11-19T23:02:04+00:00
BV1yFCkBvEFV,[doge],doge,陈道明真的是人在家中坐，瓜从天上来啊[笑哭] 【导演也诠释啥叫装[吃瓜]】王家卫戏，繁花、一代宗师、重庆森林啥的，我半集都没看过，他的片子就那种：浓浓的小圈子自嗨的感。不喜欢[doge],陈道明真的是人在家中坐，瓜从天上来啊[笑哭] 【导演也诠释啥叫装[吃瓜]】王家卫戏，繁花、一代宗师、重庆森林啥的，我半集都没看过，他的片子就那种：浓浓的小圈子自嗨的感。不喜欢[doge],6424481,萱萱_姐,2025-11-19T22:56:47+00:00
BV1yFCkBvEFV,[笑哭],笑哭,不知不觉看完了[笑哭]不会给我推野史吧，不必了[笑哭],不知不觉看完了[笑哭]不会给我推野史吧，不必了[笑哭],7078156,阿luoR,2025-11-19T20:21:23+00:00
BV1yFCkBvEFV,[笑哭],笑哭,為什麼又是27哈哈哈哈哈哈要被彈幕笑死了[笑哭],為什麼又是27哈哈哈哈哈哈要被彈幕笑死了[笑哭],3461569040091883,到處撿糖吃,2025-11-19T20:14:46+00:00
BV1yFCkBvEFV,[呲牙],呲牙,原来古二 是男的啊！ 还以为是妹子呢[呲牙][呲牙],原来古二 是男的啊！ 还以为是妹子呢[呲牙][呲牙],3546978814265540,AD棂幽野趣,2025-11-19T18:28:54+00:00
BV1yFCkBvEFV,[微笑],微笑,笑死了，听到祖籍浙江姓陈我都站起来了，难道我，然后看到辟谣我又坐下来了[微笑][微笑][微笑],笑死了，听到祖籍浙江姓陈我都站起来了，难道我，然后看到辟谣我又坐下来了[微笑][微笑][微笑],13469232,KAMA_TORA,2025-11-19T16:22:23+00:00
BV1yFCkBvEFV,[doge],doge,那还能啥[doge],那还能啥[doge],34667885,啊哦额咦污,2025-11-20T13:36:50+00:00
BV1yFCkBvEFV,[大哭],大哭,回复 @啊哦额咦污 :啥啊啥啊[大哭],回复 @啊哦额咦污 :啥啊啥啊[大哭],69935219,pppppppppppppppc,2025-11-20T15:11:05+00:00
BV1yFCkBvEFV,[疑惑],疑惑,不是吧，大导演大编剧，要他替他们做饭，什么厨子文学啊[疑惑][疑惑][疑惑],不是吧，大导演大编剧，要他替他们做饭，什么厨子文学啊[疑惑][疑惑][疑惑],1147898506,白日梦不姓白,2025-11-19T15:48:47+00:00
BV1yFCkBvEFV,[笑哭],笑哭,王家卫这种玩意我见过太多了[笑哭]我们园区的保安就跟他一模一样。包括行为说话的方式,王家卫这种玩意我见过太多了[笑哭]我们园区的保安就跟他一模一样。包括行为说话的方式,12179468,白熊喜欢榴莲,2025-11-19T15:43:46+00:00
BV1yFCkBvEFV,[滑稽],滑稽,看到陈道明（悼明），实在蚌埠住了，连上了连上了，说不清了，说不清了[滑稽],看到陈道明（悼明），实在蚌埠住了，连上了连上了，说不清了，说不清了[滑稽],1738860176,伪人鉴定师,2025-11-19T15:43:23+00:00
BV1yFCkBvEFV,[OK],OK,反正都是孝庄的，无所谓[OK],反正都是孝庄的，无所谓[OK],20803663,椰蓉SUKI,2025-11-19T15:12:01+00:00
BV1yFCkBvEFV,[笑哭],笑哭,[笑哭][笑哭][笑哭],[笑哭][笑哭][笑哭],69724200,呼呼宅芥溪,2025-11-19T13:10:00+00:00
BV1yFCkBvEFV,[微笑],微笑,导演大多都是顶级NPD，尤其是懂得自我营销以后就叠buff啦[微笑],导演大多都是顶级NPD，尤其是懂得自我营销以后就叠buff啦[微笑],14904604,你你你你怕了吗,2025-11-19T13:00:02+00:00
BV1yFCkBvEFV,[翻白眼],翻白眼,王家卫死了[翻白眼],王家卫死了[翻白眼],686181050,君子ayu爱才,2025-11-19T11:00:59+00:00
BV1yFCkBvEFV,[跪了],跪了,所以被404的是什么[跪了],所以被404的是什么[跪了],14578011,宇治金时-,2025-11-19T10:57:28+00:00
BV1yFCkBvEFV,[笑哭],笑哭,祸从口出还不明白这个道理吗，但凡讲点正常的谁乐意爆[笑哭],祸从口出还不明白这个道理吗，但凡讲点正常的谁乐意爆[笑哭],3546774706850268,菠萝包包包包-,2025-11-19T10:56:58+00:00
BV1yFCkBvEFV,[笑哭],笑哭,真的会怀疑🕶️张国荣梅艳芳之类的都被他蛐蛐过[笑哭]我真服了,真的会怀疑🕶️张国荣梅艳芳之类的都被他蛐蛐过[笑哭]我真服了,1754259566,阿圣的小宝贝,2025-11-19T10:41:41+00:00
BV1yFCkBvEFV,[大哭],大哭,就是可惜琼瑶奶奶前不久去世了，不然真可以去问问她呢[大哭][大哭][大哭],就是可惜琼瑶奶奶前不久去世了，不然真可以去问问她呢[大哭][大哭][大哭],15161526,时间的威尼斯商人,2025-11-19T10:05:22+00:00
BV1yFCkBvEFV,[doge],doge,糟了，我家自诩大家族，居然没和海宁陈家联姻[doge][doge],糟了，我家自诩大家族，居然没和海宁陈家联姻[doge][doge],273683156,狐狸转身,2025-11-19T09:45:00+00:00
BV1yFCkBvEFV,[doge],doge,主播忘了最近还有体育圈的瓜[doge],主播忘了最近还有体育圈的瓜[doge],2029837235,装台,2025-11-19T09:14:27+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,摆渡人，我还看得首映，就是一坨[辣眼睛]，至今记忆犹新,摆渡人，我还看得首映，就是一坨[辣眼睛]，至今记忆犹新,243816803,陆户习习门实习生,2025-11-19T08:38:14+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,王家卫的电影我只看过春光乍泄，我就觉得画面有一种压抑又华丽的感觉，很矛盾，但就故事而言，我觉得就很常规，甚至人物很一般，我不知道是我阅历的问题，反正我是没啥共鸣[辣眼睛],王家卫的电影我只看过春光乍泄，我就觉得画面有一种压抑又华丽的感觉，很矛盾，但就故事而言，我觉得就很常规，甚至人物很一般，我不知道是我阅历的问题，反正我是没啥共鸣[辣眼睛],376075183,路夜白wyy,2025-11-19T08:27:58+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,有没有人知道王家卫被404的危险发言啊？咱们可以讨论一下顶上去，让大家都祛祛魅[吃瓜],有没有人知道王家卫被404的危险发言啊？咱们可以讨论一下顶上去，让大家都祛祛魅[吃瓜],32713079,梁卫泽,2025-11-19T07:46:30+00:00
BV1yFCkBvEFV,[惊讶],惊讶,跟视频中的野史比起来，苦命鸳鸯都像正史了[惊讶],跟视频中的野史比起来，苦命鸳鸯都像正史了[惊讶],628808468,不骄不躁放松心态,2025-11-19T07:17:41+00:00
BV1yFCkBvEFV,[笑哭],笑哭,感觉想那种mean mean小团体[笑哭],感觉想那种mean mean小团体[笑哭],284096631,努力很安静,2025-11-19T06:42:36+00:00
BV1yFCkBvEFV,[笑哭],笑哭,我说看东邪西毒怎么感觉这么零散，碎片化[笑哭]原来是他拍的啊,我说看东邪西毒怎么感觉这么零散，碎片化[笑哭]原来是他拍的啊,25052864,吃蛋达的折捧,2025-11-19T06:40:05+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,[doge_金箍]从小就听说王导拍东西，出了名的慢[喜极而泣]出了名的会亏钱,[doge_金箍]从小就听说王导拍东西，出了名的慢[喜极而泣]出了名的会亏钱,412989160,GG爆猪猪侠变身,2025-11-19T06:32:45+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,不知道现在的王家卫是不是能回忆起被他坑到吐血的邓光荣？[吃瓜],不知道现在的王家卫是不是能回忆起被他坑到吐血的邓光荣？[吃瓜],343435668,海中升起,2025-11-19T14:33:29+00:00
BV1yFCkBvEFV,[doge],doge,回复 @Serendipity_宛宛子 :不要激动，你可能理解错了，我就是个吃瓜的。我的意思是放在以前稍微一个人官、咖大一点，就没人敢说他任何不好，有谁提一点异样的声音都得被喷死。好像咖位和官位就可以神话一个人。虽然墙倒众人推，很多人也只不过是跟风。但至少很多人对屏幕中那些人同样是两条胳膊两条腿有血有肉的凡人的看法能辩证一点。虽然资本文化咱也不懂那一群夸的和一群骂的，有多少是人机，有多少是真人。推就推吧，看个热闹。[doge],回复 @Serendipity_宛宛子 :不要激动，你可能理解错了，我就是个吃瓜的。我的意思是放在以前稍微一个人官、咖大一点，就没人敢说他任何不好，有谁提一点异样的声音都得被喷死。好像咖位和官位就可以神话一个人。虽然墙倒众人推，很多人也只不过是跟风。但至少很多人对屏幕中那些人同样是两条胳膊两条腿有血有肉的凡人的看法能辩证一点。虽然资本文化咱也不懂那一群夸的和一群骂的，有多少是人机，有多少是真人。推就推吧，看个热闹。[doge],2083288422,Kispy_,2025-11-19T08:00:30+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,所以没问题啊[吃瓜],所以没问题啊[吃瓜],3632306782734987,往事如修,2025-11-21T02:52:52+00:00
BV1yFCkBvEFV,[笑哭],笑哭,一直听着耳熟，听到中间才反应过来，这个秦雯的口音和语气都特别像我以前一个舍友，那种带着高傲和自以为有素质的讽刺[笑哭]贼不乐意听她评价,一直听着耳熟，听到中间才反应过来，这个秦雯的口音和语气都特别像我以前一个舍友，那种带着高傲和自以为有素质的讽刺[笑哭]贼不乐意听她评价,1727021,CR7山木枝,2025-11-19T06:07:28+00:00
BV1yFCkBvEFV,[吃瓜],吃瓜,[吃瓜][吃瓜][吃瓜][吃瓜],[吃瓜][吃瓜][吃瓜][吃瓜],607615103,游逸殊,2025-11-19T06:04:24+00:00
BV1yFCkBvEFV,[笑哭],笑哭,装的人看谁都装[笑哭],装的人看谁都装[笑哭],2657968,超级真新人坂木,2025-11-19T05:46:22+00:00
BV1yFCkBvEFV,[doge],doge,不摘墨镜🕶️的，我印象里有三个人 王家卫，LKS，安秋金[doge][doge],不摘墨镜🕶️的，我印象里有三个人 王家卫，LKS，安秋金[doge][doge],8517941,李慕北,2025-11-19T05:42:59+00:00
BV1yFCkBvEFV,[微笑],微笑,ylq真的太嚣张了吧[微笑][微笑],ylq真的太嚣张了吧[微笑][微笑],7556753,吃完瓜就跑路,2025-11-19T05:37:58+00:00
BV1yFCkBvEFV,[笑哭],笑哭,拍一堆，想看什么自己剪[笑哭],拍一堆，想看什么自己剪[笑哭],504142007,小鱼坐飞机-,2025-11-19T05:35:16+00:00
BV1yFCkBvEFV,[笑哭],笑哭,回复 @下蛋的雞 :我勒个上阵父子兵[笑哭],回复 @下蛋的雞 :我勒个上阵父子兵[笑哭],259473410,不负烈日骄阳,2025-11-21T07:21:33+00:00
BV1yFCkBvEFV,[疑惑],疑惑,怎么看个视频都会被骂，哪个天蝎女惹你了你找她啊，我们没得罪你的就该莫名其妙被骂吗[疑惑],怎么看个视频都会被骂，哪个天蝎女惹你了你找她啊，我们没得罪你的就该莫名其妙被骂吗[疑惑],174534374,-紫薯大魔王-,2025-11-19T15:35:06+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,大艺术家都是有点病态的，正常人的审美也就是正常的，很难达到那种让人惊叹的高度[喜极而泣],大艺术家都是有点病态的，正常人的审美也就是正常的，很难达到那种让人惊叹的高度[喜极而泣],211901252,朱大帅X,2025-11-19T05:16:09+00:00
BV1yFCkBvEFV,[大哭],大哭,up太棒了，本来我以为这个事情就草草的被什么领奖的瓜给掩盖了，[大哭]这个视频一出简直太感动了,up太棒了，本来我以为这个事情就草草的被什么领奖的瓜给掩盖了，[大哭]这个视频一出简直太感动了,592514546,乌呱子漫游,2025-11-19T05:15:41+00:00
BV1yFCkBvEFV,[doge],doge,郝蕾跟辛芷蕾你别说还挺像[doge],郝蕾跟辛芷蕾你别说还挺像[doge],142342884,东猪啊,2025-11-19T05:02:49+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,我对王家卫的评价是:一代人有一代人的郭敬明[喜极而泣],我对王家卫的评价是:一代人有一代人的郭敬明[喜极而泣],21045697,风雨同寂,2025-11-19T04:48:43+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,我不行了，每个瓜我都吃过[喜极而泣],我不行了，每个瓜我都吃过[喜极而泣],375480607,浅寐听竹,2025-11-19T04:44:56+00:00
BV1yFCkBvEFV,[微笑],微笑,所以说是因为都被王家卫整了，你没被整，所以都不说王家卫拍的片子烂，就让别的大咖去王家卫了演，看你也被整？[微笑],所以说是因为都被王家卫整了，你没被整，所以都不说王家卫拍的片子烂，就让别的大咖去王家卫了演，看你也被整？[微笑],6529123,贰叁叁叁呵呵哒,2025-11-19T04:42:13+00:00
BV1yFCkBvEFV,[笑哭],笑哭,哈哈哈哈哈吃瓜吃着吃着听到了我母校吉林大学[笑哭],哈哈哈哈哈吃瓜吃着吃着听到了我母校吉林大学[笑哭],1248174857,王木晨啊,2025-11-19T04:40:10+00:00
BV1yFCkBvEFV,[喜极而泣],喜极而泣,野史不一定真，但一定够野[喜极而泣],野史不一定真，但一定够野[喜极而泣],8596789,暴风熊猫,2025-11-19T04:17:10+00:00
BV1yFCkBvEFV,[滑稽],滑稽,想看你讲讲张叔平，如何把一堆乱七八糟的东西煮成一锅粥的[滑稽],想看你讲讲张叔平，如何把一堆乱七八糟的东西煮成一锅粥的[滑稽],383529767,居家男人Y,2025-11-19T04:11:43+00:00
BV1yFCkBvEFV,[呲牙],呲牙,墨镜这么屌，还不是你们惯的[呲牙],墨镜这么屌，还不是你们惯的[呲牙],378623749,老厂长123,2025-11-19T03:22:01+00:00
BV1yFCkBvEFV,[星星眼],星星眼,@莫知莫哀 后面太精彩了，这清朝老瓜，这野史[星星眼],@莫知莫哀 后面太精彩了，这清朝老瓜，这野史[星星眼],26394185,山暮路隐林深,2025-11-19T03:17:54+00:00
BV1yFCkBvEFV,[辣眼睛],辣眼睛,我老陈家还干了那么多事情？我这个姓陈的竟然不知道[辣眼睛],我老陈家还干了那么多事情？我这个姓陈的竟然不知道[辣眼睛],19126301,淡墨染か青衣,2025-11-19T02:50:54+00:00
BV1yFCkBvEFV,[笑哭],笑哭,@K古修 给我看懵了[笑哭],@K古修 给我看懵了[笑哭],2120531688,蕾姆家的大猫,2025-11-19T02:50:48+00:00
BV1yFCkBvEFV,[大笑],大笑,回复 @K古修 :前面还好，后面那段清朝历史太野了[大笑],回复 @K古修 :前面还好，后面那段清朝历史太野了[大笑],2120531688,蕾姆家的大猫,2025-11-19T03:32:24+00:00
BV1yFCkBvEFV,[妙啊],妙啊,当初拍的电影 观众说难看 然后一堆明星在那发微博 说我喜欢 就是站队嘛 然后王传君来了句我不喜欢 然后被孤立 不过现在也还行了[妙啊]演了不少电影,当初拍的电影 观众说难看 然后一堆明星在那发微博 说我喜欢 就是站队嘛 然后王传君来了句我不喜欢 然后被孤立 不过现在也还行了[妙啊]演了不少电影,53014792,徐浩粑粑,2025-11-20T03:36:13+00:00
BV1yFCkBvEFV,[微笑],微笑,[微笑][微笑][微笑][微笑][微笑],[微笑][微笑][微笑][微笑][微笑],3690971258685783,时光流逝的岁月1,2025-11-19T02:38:04+00:00
BV1yFCkBvEFV,[呲牙],呲牙,王家卫电影就是装x极致，实际没什么内涵，就是故弄玄虚，但这故弄玄虚也是一种风格，这个风格做到了极致就成就了他[呲牙],王家卫电影就是装x极致，实际没什么内涵，就是故弄玄虚，但这故弄玄虚也是一种风格，这个风格做到了极致就成就了他[呲牙],29189995,木清清ss,2025-11-19T02:13:02+00:00
