bvid,emoji_alt,emoji_name,message,sentence,mid,uname,ctime_iso
BV13X4y1P7z7,[害羞],害羞,评论区也是宝藏[害羞],评论区也是宝藏[害羞],28714165,闻到小猫小狗味儿了,2021-07-03T17:15:19+00:00
BV13X4y1P7z7,[打call],打call,学姐们好牛[打call][打call]，这里是去年才刚入学的大一生[笑哭],学姐们好牛[打call][打call]，这里是去年才刚入学的大一生[笑哭],331378141,香飘飘飘飘飘飘飘,2021-07-03T17:03:48+00:00
BV13X4y1P7z7,[打call],打call,刷到的时候才73.5w 现在已经快300w啦[打call][打call][打call],刷到的时候才73.5w 现在已经快300w啦[打call][打call][打call],270315437,西洋小豆汤,2021-07-01T07:11:27+00:00
BV13X4y1P7z7,[害羞],害羞,初恋是个白族姑娘，特别可爱[害羞],初恋是个白族姑娘，特别可爱[害羞],2518238,折耳根拌大葱,2021-07-01T06:57:23+00:00
BV13X4y1P7z7,[大哭],大哭,[大哭]我我我我我我很想知道我哭的点在哪里……呜哇……我怕不是个漏了的饮水机,[大哭]我我我我我我很想知道我哭的点在哪里……呜哇……我怕不是个漏了的饮水机,12531988,梨歌吖,2021-07-01T06:26:28+00:00
BV13X4y1P7z7,[吃瓜],吃瓜,这个得0.5倍速看啊[吃瓜],这个得0.5倍速看啊[吃瓜],54664276,白水之易,2021-06-29T16:05:44+00:00
BV13X4y1P7z7,[鼓掌],鼓掌,从远古走来的民族——【苗族科普】从一开始的银树开花，再到后来的百鸟簇拥，苗族部分都体现了原始古朴自然崇拜与鸟图腾崇拜。片中出现的苗族服装是苗族月亮山地区支系的“百鸟衣”，白鸟衣又名“卉服鸟章”，最早记载于《诗经》以及唐《王会篇》中，是较华丽的一支苗族盛装。其以大自然的绿色为底，用丝线绣出自然花卉百鸟，呈现了一幅百花争艳、百鸟争鸣的生机盎然景象，蕴含了苗族人民爱护自然、相信万物有灵、与自然和谐相处的生活方式与精神信仰。热爱民族文化，增强民族自信心，我为自己是一位苗族人而自豪，为自己生活在中华民族大家庭而感到幸福！！！[鼓掌][鼓掌][鼓掌],从远古走来的民族——【苗族科普】从一开始的银树开花，再到后来的百鸟簇拥，苗族部分都体现了原始古朴自然崇拜与鸟图腾崇拜。片中出现的苗族服装是苗族月亮山地区支系的“百鸟衣”，白鸟衣又名“卉服鸟章”，最早记载于《诗经》以及唐《王会篇》中，是较华丽的一支苗族盛装。其以大自然的绿色为底，用丝线绣出自然花卉百鸟，呈现了一幅百花争艳、百鸟争鸣的生机盎然景象，蕴含了苗族人民爱护自然、相信万物有灵、与自然和谐相处的生活方式与精神信仰。热爱民族文化，增强民族自信心，我为自己是一位苗族人而自豪，为自己生活在中华民族大家庭而感到幸福！！！[鼓掌][鼓掌][鼓掌],173922524,蓝世超,2021-06-29T15:56:03+00:00
BV13X4y1P7z7,[打call],打call,国风艺术[打call],国风艺术[打call],3347612,bilibi_695613,2021-06-29T15:55:35+00:00
BV13X4y1P7z7,[笑哭],笑哭,回复 @colorfulreign :没，我从来不玩知乎[笑哭],回复 @colorfulreign :没，我从来不玩知乎[笑哭],143921337,海神一号,2021-06-30T02:39:06+00:00
BV13X4y1P7z7,[打call],打call,好想你们尽快推出相关的文创产品，比如绘本之类的，绝对买爆！[打call],好想你们尽快推出相关的文创产品，比如绘本之类的，绝对买爆！[打call],22936144,土酷的腿,2021-06-29T15:39:48+00:00
BV13X4y1P7z7,[星星眼],星星眼,bgm太有感觉了[星星眼],bgm太有感觉了[星星眼],22936144,土酷的腿,2021-06-29T15:38:03+00:00
BV13X4y1P7z7,[支持],支持,疯狂三连[支持],疯狂三连[支持],400847292,鲁冰花0411,2021-06-29T07:48:30+00:00
BV13X4y1P7z7,[doge],doge,怎么才5级号[doge][doge][doge],怎么才5级号[doge][doge][doge],28547005,猫和Alice,2021-06-29T08:31:14+00:00
BV13X4y1P7z7,[doge],doge,原来你也是个刷视频的人[doge][doge],原来你也是个刷视频的人[doge][doge],362767406,晨鳄灰,2021-06-29T08:59:29+00:00
BV13X4y1P7z7,[点赞],点赞,同样是清华，差距简直隔了一个银河系，三连走起[点赞],同样是清华，差距简直隔了一个银河系，三连走起[点赞],35140092,企鹅大娘,2021-06-29T07:34:01+00:00
