bvid,emoji_alt,emoji_name,message,sentence,mid,uname,ctime_iso
BV1bW411n7fY,[doge],doge,每日一遍[doge][doge][doge],每日一遍[doge][doge][doge],1838395613,无尽青会,2025-06-28T06:19:38+00:00
BV1bW411n7fY,[喜欢],喜欢,回复 @你说爱在雨天の :咱就好这口古法鬼畜[喜欢]确实短视频之类的实在是太多了加上鬼畜有点被边缘,回复 @你说爱在雨天の :咱就好这口古法鬼畜[喜欢]确实短视频之类的实在是太多了加上鬼畜有点被边缘,503112053,舟楠渌弦,2025-06-29T16:25:49+00:00
BV1bW411n7fY,[笑哭],笑哭,25年了，我还在看，甚至无论什么时候看它都有人[笑哭],25年了，我还在看，甚至无论什么时候看它都有人[笑哭],8133185,爱吃火锅的兔子酱,2025-06-27T16:42:46+00:00
BV1bW411n7fY,[微笑],微笑,你好[微笑],你好[微笑],430154968,西杴子,2025-06-27T13:25:18+00:00
BV1bW411n7fY,[doge],doge,不出意外的话，我的坟头正在放这首歌[doge],不出意外的话，我的坟头正在放这首歌[doge],209958310,要叫我军座大人,2025-06-27T15:12:44+00:00
BV1bW411n7fY,[笑哭],笑哭,怎么刷来刷去总会刷回来？[笑哭],怎么刷来刷去总会刷回来？[笑哭],1943561253,是凌沐啊,2025-06-27T07:39:41+00:00
BV1bW411n7fY,[doge],doge,现在还有人吗？[doge][doge],现在还有人吗？[doge][doge],3546722229815821,糖泰宗理事民,2025-06-27T05:37:57+00:00
BV1bW411n7fY,[doge],doge,1个小时前？[doge][doge],1个小时前？[doge][doge],3546722229815821,糖泰宗理事民,2025-06-27T05:37:23+00:00
BV1bW411n7fY,[微笑],微笑,回顾历史[微笑][微笑],回顾历史[微笑][微笑],3546822289131582,沉淀的咲,2025-06-27T03:30:45+00:00
BV1bW411n7fY,[难过],难过,现在都出舞蹈了，让我们学[难过],现在都出舞蹈了，让我们学[难过],14948400,东墙时间,2025-06-20T08:02:11+00:00
BV1bW411n7fY,[打call],打call,[打call],[打call],1778279721,猫丞-猫澄,2025-06-20T02:11:25+00:00
BV1bW411n7fY,[吃瓜],吃瓜,打卡[吃瓜][吃瓜],打卡[吃瓜][吃瓜],456544010,此生温柔以待,2025-06-20T01:45:43+00:00
BV1bW411n7fY,[打call],打call,哈哈哈哈哈哈哈[打call][打call][打call],哈哈哈哈哈哈哈[打call][打call][打call],398352379,PickledTang,2025-04-17T05:22:07+00:00
BV1bW411n7fY,[大哭],大哭,18年......[笑哭][酸了][大哭],18年......[笑哭][酸了][大哭],226946381,是小竞呀,2025-04-17T02:05:34+00:00
BV1bW411n7fY,[大哭],大哭,原来是18年的视频了 我是19年看的 应该是19年火的[大哭],原来是18年的视频了 我是19年看的 应该是19年火的[大哭],107674753,2533391470,2025-04-16T23:55:45+00:00
BV1bW411n7fY,[笑哭],笑哭,那时候还是初三，现在大学都快毕业了[笑哭],那时候还是初三，现在大学都快毕业了[笑哭],415299486,爷不管也最帅,2025-04-16T15:17:04+00:00
BV1bW411n7fY,[笑哭],笑哭,还真是[笑哭],还真是[笑哭],476923004,我是C大师,2025-04-16T15:25:14+00:00
BV1bW411n7fY,[笑哭],笑哭,18年还上初中呢[笑哭],18年还上初中呢[笑哭],349598164,Kita_Official,2025-03-10T14:25:33+00:00
BV1bW411n7fY,[笑哭],笑哭,2018年我在宿舍刷到了这个视频，一眨眼七年过去了，OMG[笑哭],2018年我在宿舍刷到了这个视频，一眨眼七年过去了，OMG[笑哭],262857689,哦对的对的哦不对不对,2025-03-10T14:14:06+00:00
BV1bW411n7fY,[doge],doge,考古打卡[doge],考古打卡[doge],382817050,源小鲨-,2025-03-10T12:29:42+00:00
BV1bW411n7fY,[打call],打call,经典咏流传[打call],经典咏流传[打call],1281870090,王大可等于琦,2025-03-09T15:44:05+00:00
BV1bW411n7fY,[滑稽],滑稽,好听[滑稽][滑稽][滑稽],好听[滑稽][滑稽][滑稽],3461565667871566,水豚噜噜毒唯,2025-03-09T12:43:03+00:00
BV1bW411n7fY,[doge],doge,怎么说，兄弟们[doge]，不考古？,怎么说，兄弟们[doge]，不考古？,151887353,仙声不闹,2025-03-09T12:42:03+00:00
BV1bW411n7fY,[打call],打call,[打call],[打call],498849991,auniganma,2025-02-14T18:28:24+00:00
BV1bW411n7fY,[大哭],大哭,今天情人节，而老夫却在B站刷鬼畜[大哭][大哭][大哭],今天情人节，而老夫却在B站刷鬼畜[大哭][大哭][大哭],227367065,觐月知君,2025-02-14T14:20:01+00:00
BV1bW411n7fY,[doge],doge,我开着新号又来了[doge],我开着新号又来了[doge],3546853868047036,猪咪远程饲养员,2025-02-14T14:17:55+00:00
BV1bW411n7fY,[星星眼],星星眼,[星星眼][星星眼][星星眼],[星星眼][星星眼][星星眼],38527823,阿尔托莉亚w,2025-02-14T14:09:56+00:00
BV1bW411n7fY,[星星眼],星星眼,又来重温了，时间过得好快[星星眼],又来重温了，时间过得好快[星星眼],10798184,爱睡觉的人都会好运,2025-02-14T07:44:15+00:00
BV1bW411n7fY,[doge],doge,25年了，一个赞一张卷纸[doge],25年了，一个赞一张卷纸[doge],3493110243920483,扫兴大师周,2025-02-01T10:18:42+00:00
BV1bW411n7fY,[笑哭],笑哭,阿b鬼畜区最后的辉煌了，也是少有的破圈鬼畜作品，老少皆宜[笑哭],阿b鬼畜区最后的辉煌了，也是少有的破圈鬼畜作品，老少皆宜[笑哭],82171893,姐姐我要喝水嘛,2025-02-01T04:47:35+00:00
BV1bW411n7fY,[笑哭],笑哭,现在的春晚小品都是些啥啊[笑哭][笑哭][笑哭],现在的春晚小品都是些啥啊[笑哭][笑哭][笑哭],396706820,O5-13-1,2025-02-01T04:10:43+00:00
BV1bW411n7fY,[酸了],酸了,[酸了],[酸了],1723288934,全元真圣,2025-02-01T02:44:50+00:00
BV1bW411n7fY,[笑哭],笑哭,真耐看[笑哭],真耐看[笑哭],3546623472831004,清风莹魄,2025-02-01T01:55:41+00:00
BV1bW411n7fY,[星星眼],星星眼,顶流只认本山老师[星星眼][星星眼][星星眼],顶流只认本山老师[星星眼][星星眼][星星眼],357794096,浪里涯间,2025-01-13T01:11:56+00:00
BV1bW411n7fY,[调皮],调皮,又要过年了[调皮],又要过年了[调皮],9058025,阿苏苏苏苏苏i,2025-01-12T16:29:22+00:00
BV1bW411n7fY,[doge],doge,我应该是最晚的了吧[doge],我应该是最晚的了吧[doge],89860855,Yuyssie,2025-01-12T16:16:53+00:00
